編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPSOMLNKRHGGFBA77DA,升降平面,0,45.53,地下二樓
RPSOMLNKRHGGFBA77DA,升降平面,0,45.53,地下二樓
RPTOMLNKRHGGFBA87DA,升降平面,2300000,41.90,地下二樓
RPQOMLNKRHGGFBA57DA,升降平面,2000000,45.53,地下三樓
RPRPMLLJRHGGFBA47DA,坡道平面,2400000,42.18,地下五樓含以下
RPSOMLLKQHGGFBA47DA,坡道機械,0,19.67,地下三樓
RPSOMLLKQHGGFBA47DA,坡道機械,0,19.67,地下三樓
RPXNMLOKRHGGFAA28EA,坡道平面,0,,地下二樓
RPUNMLRKQHGGFAA08DA,坡道平面,0,41.65,地下三樓
RPUNMLRKQHGGFAA08DA,坡道平面,0,41.65,地下三樓
RPWOMLKKQHGGFAA67DA,坡道平面,1500000,40.24,地下二樓
RPWOMLKKQHGGFAA67DA,坡道平面,1500000,40.24,地下二樓
RPRNMLNKRHGGFAA47DA,坡道平面,0,,地下二樓
RPUOMLRJRHGGFBA28DA,坡道平面,0,,地下一樓
RPQSMLKMQHGGFBA77DA,坡道機械,1500000,19.94,地下四樓
RPVNMLOKRHGGFBA08DA,坡道機械,1330000,16.18,地下四樓
RPTQMLPLQHGGFCA38DA,塔式車位,0,,
RPRNMLQKQHGGFCA87DA,坡道平面,3000000,27.54,地下五樓含以下
RPRNMLQKQHGGFCA87DA,坡道平面,3000000,27.54,地下五樓含以下
RPTQMLLKRHGGFCA97DA,坡道平面,0,38.72,地下三樓
RPVOMLNKRHGGFCA18DA,坡道平面,0,,地下二樓
RPTOMLOKRHGGFCA08DA,坡道平面,0,,地下二樓
RPUPMLTJRHGGFCA68DA,塔式車位,0,6.76,
RPSNMLOLQHGGFEA08DA,其他,0,,無固定樓層
RPTOMLRLQHGGFDA48DA,坡道平面,2000000,43.37,地下三樓
RPRQMLOKRHGGFDA18DA,升降平面,0,,地下二樓
RPOOMLRJRHGGFDA87DA,坡道平面,0,,地下一樓
RPPOMLKMQHGGFDA47DA,坡道平面,0,,地下一樓
RPRNMLLKRHGGFDA57DA,坡道平面,0,33.31,地下二樓
RPQOMLKKRHGGFDA47DA,塔式車位,0,,
RPTPMLNJRHGGFEA18DA,塔式車位,0,,
RPTPMLNJRHGGFEA18DA,塔式車位,0,,
RPTPMLNJRHGGFEA18DA,塔式車位,0,,
RPTPMLNJRHGGFEA18DA,塔式車位,0,,
RPPNMLNLQHGGFFA77DA,坡道平面,0,32.28,地下三樓
RPPNMLPKRHGGFEA87DA,坡道平面,0,41.82,地下一樓
RPTOMLKKQHGGFFA87DA,坡道平面,1800000,21.79,地下二樓
RPPNMLNKRHGGFAA37EA,坡道平面,0,33.07,地下三樓
RPXOMLTKQHGGFBA78DA,坡道平面,0,33.70,地下四樓
RPRRMLKMQHGGFCA97EA,塔式車位,2200000,11.31,
RPXOMLSJRHGGFFA09DA,塔式車位,0,15.32,
RPSRMLKMQHGGFCA08EA,塔式車位,2000000,10.73,
RPROMLRKRHGGFAA08EA,塔式車位,0,6.87,
RPOPMLMLPHGGFCA47EA,坡道機械,1750000,33.44,地下三樓
RPTQMLOKRHGGFCA38EA,坡道平面,2500000,,地下二樓
RPTQMLOKRHGGFCA38EA,坡道平面,2500000,,地下二樓
RPVNMLNKRHGGFCA18EA,坡道平面,2500000,,地下二樓
RPWNMLNKRHGGFCA28EA,塔式車位,1800000,15.68,
RPWNMLOKRHGGFCA38EA,坡道平面,0,34.86,地下三樓
RPQNMLPKRHGGFAA67EA,坡道平面,0,,地下三樓
RPSSMLNKQHGGFDA38EA,坡道機械,0,,地下二樓
RPUQMLOKRHGGFDA58EA,坡道平面,0,,地下三樓
RPQOMLOKRHGGFEA08EA,坡道平面,0,,地下二樓
RPQOMLOKRHGGFEA08EA,坡道平面,0,,地下二樓
RPPPMLPKRHGGFCA97EA,坡道機械,0,,地下二樓
RPQOMLOKRHGGFAA67EA,坡道平面,0,,地下三樓
RPSOMLPKRHGGFCA18EA,坡道平面,2550000,,地下二樓
RPSNMLPKRHGGFEA28EA,坡道平面,0,32.29,地下二樓
RPOOMLOKRHGGFAA47EA,坡道平面,0,,地下二樓
RPTOMLLKRHGGFEA08EA,坡道平面,1600000,27.85,地下一樓
RPOOMLPKRHGGFCA77EA,坡道平面,0,37.50,地下一樓
RPSNMLNJRHGGFDA87EA,坡道平面,3000000,,地下一樓
RPTNMLPKRHGGFBA08EA,坡道平面,0,,地下三樓
RPORMLKKRHGGFCA57EA,坡道平面,2000000,43.79,地下二樓
RPQNMLKKRHGGFFA57DA,塔式車位,2500000,5.84,
RPRPMLOKRHGGFEA18DA,坡道機械,0,,地下三樓
RPSNMLSJRHGGFEA38DA,坡道平面,0,,地下三樓
RPXNMLNKRHGGFEA48DA,坡道機械,0,19.86,地下三樓
RPQNMLTJRHGGFEA28DA,升降機械,1000000,12.26,地下二樓
RPUQMLKMQHGGFCA08DA,坡道平面,2300000,27.64,地下四樓
RPXPMLOKRHGGFCA58DA,坡道平面,0,,地下一樓
RPOSMLOKRHGGFCA97DA,坡道機械,0,18.40,地下三樓
RPWOMLPKRHGGFCA48DA,坡道平面,1500000,35.50,地下一樓
RPXOMLPKRHGGFCA58DA,坡道平面,0,42.46,地下一樓
RPXOMLPKRHGGFCA58DA,坡道機械,0,22.16,地下一樓
RPXOMLPKRHGGFCA58DA,坡道機械,0,22.16,地下一樓
RPWNMLQKRHGGFCA48DA,升降平面,0,,地下一樓
RPPNMLMKRHGGFCA37DA,坡道平面,0,,地下二樓
RPRNMLRKRHGGFCA08DA,一樓平面,0,,一樓
RPUOMLNKRHGGFCA08DA,坡道平面,0,,地下二樓
RPQNMLOKRHGGFCA67DA,坡道平面,2300000,31.94,地下四樓
RPPQMLPKRHGGFCA08EA,坡道平面,2439200,52.50,地下二樓
RPUNMLPKRHGGFAA08EA,坡道平面,3000000,41.18,地下二樓
RPRRMLOLQHGGFCA18DA,坡道平面,0,12.93,地下四樓
RPRRMLOLQHGGFCA18DA,坡道平面,0,12.93,地下四樓
RPRRMLOLQHGGFCA18DA,坡道平面,0,12.93,地下四樓
RPTQMLQJQHGGFCA28DA,坡道平面,2000000,,地下一樓
RPOPMLNLQHGGFCA57DA,坡道平面,0,12.93,地下三樓
RPOPMLNLQHGGFCA57DA,坡道平面,0,15.00,地下五樓含以下
RPSPMLNKQHGGFCA87DA,坡道平面,0,,地下四樓
RPWPMLOKRHGGFBA38DA,坡道平面,2450000,27.67,地下二樓
RPWPMLOKRHGGFBA38DA,坡道平面,2450000,27.67,地下二樓
RPWNMLQKRHGGFAA28DA,坡道平面,0,36.10,地下三樓
RPPOMLQJRHGGFAA57DA,坡道平面,0,,地下二樓
RPQOMLKLQHGGFAA17DA,坡道平面,1400000,42.65,地下三樓
RPVNMLPKRHGGFAA18EA,坡道平面,2000000,31.13,地下三樓
RPSPMLPKRHGGFCA28EA,坡道平面,0,41.60,地下一樓
