編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPXNMLPJRHGGFDE88DA,坡道平面,1850000,29.03,地下一樓
RPPQMLLJRHGGFDE97DA,升降機械,0,,地下一樓
RPQOMLLMQHGGFDE08DA,坡道平面,1550000,13.44,地下三樓
RPPPMLKLQHGGFDE87DA,坡道平面,1700000,29.03,地下二樓
RPPNMLNLQHGGFDE97DA,坡道平面,0,13.18,地下一樓
RPVNMLKMQHGGFDE38DA,坡道平面,1650000,29.03,地下三樓
RPVPMLSLPHGGFDE56DA,坡道平面,1700000,29.03,地下二樓
RPTPMLSLPHGGFDE98DA,坡道平面,1700000,29.03,地下二樓
RPUPMLSLPHGGFDE09DA,坡道平面,1700000,29.03,地下二樓
RPQOMLTLPHGGFDE68DA,坡道平面,1850000,29.03,地下一樓
RPVTMLMLPHGGFDE98DA,坡道平面,1650000,29.03,地下三樓
RPROMLTLPHGGFDE78DA,坡道平面,1950000,29.03,地下一樓
RPRPMLNLPHGGFDE28DA,坡道平面,1700000,29.03,地下二樓
RPVNMLQLPHGGFDE78DA,坡道平面,1800000,29.03,地下二樓
RPXOMLQLPHGGFDE09DA,坡道平面,1850000,29.03,地下一樓
RPRPMLQLPHGGFDE58DA,坡道平面,1650000,29.03,地下三樓
RPSPMLQLPHGGFDE68DA,坡道平面,1850000,29.03,地下一樓
RPSOMLSLPHGGFDE78DA,坡道平面,1700000,29.03,地下二樓
RPOQMLPJQHGGFDE18DA,坡道平面,1450000,25.35,地下三樓
RPXPMLQLQHGGFCE56DA,坡道平面,0,,地下一樓
RPRPMLSKQHGGFCE68DA,坡道平面,0,21.97,地下三樓
RPSNMLTJQHGGFCE58DA,坡道平面,0,26.43,地下一樓
RPTOMLTJRHGGFBE78DA,坡道平面,1800000,22.11,地下二樓
RPTOMLTJRHGGFBE78DA,坡道平面,1800000,22.11,地下二樓
RPROMLMJRHGGFBE87DA,坡道平面,2000000,42.39,地下三樓
RPPOMLRJRHGGFBE18DA,坡道平面,0,19.95,地下一樓
RPPOMLRJRHGGFBE18DA,坡道平面,0,19.95,地下一樓
RPRPMLSKQHGGFBE58DA,坡道平面,0,,地下二樓
RPRPMLSKQHGGFBE58DA,坡道機械,0,,地下二樓
RPSNMLQJQHGGFBE18DA,坡道平面,1850000,23.62,地下二樓
RPWNMLQJQHGGFBE58DA,坡道平面,0,25.71,地下四樓
RPWNMLQJQHGGFBE58DA,坡道平面,0,25.71,地下四樓
RPQNMLKKRHGGFAE47DA,坡道平面,0,18.77,地下四樓
RPQOMLSJRHGGFAE28DA,坡道平面,0,30.82,地下四樓
RPQOMLSJRHGGFAE28DA,坡道平面,0,30.82,地下四樓
RPOQMLQLPHGGFDE38DA,坡道平面,1700000,29.03,地下二樓
RPWNMLTJRHGGFAE88DA,坡道平面,0,20.18,地下一樓
RPPQMLQLPHGGFDE48DA,坡道平面,1800000,29.03,地下二樓
RPWPMLQLPHGGFDE09DA,坡道平面,1850000,29.03,地下一樓
RPQOMLKMPHGGFDE87DA,坡道平面,1700000,29.03,地下一樓
RPVPMLQLPHGGFDE98DA,坡道平面,1850000,29.03,地下一樓
RPQNMLOJRHGGFAE77DA,坡道平面,0,18.77,地下一樓
RPWOMLTJRHGGFAE98DA,坡道平面,0,15.95,地下五樓含以下
RPWOMLTJRHGGFAE98DA,坡道平面,0,15.95,地下五樓含以下
RPQOMLLJRHGGFAE57DA,坡道平面,0,20.19,地下三樓
RPPOMLKMQHGGFAE57DA,坡道機械,0,24.82,地下五樓含以下
RPWOMLKMQHGGFAE28DA,坡道平面,0,,地下一樓
RPSOMLPLQHGGFBE38DA,坡道平面,0,,地下三樓
RPQNMLQKQHGGFBE08DA,坡道平面,0,,無固定樓層
RPQNMLMKOHGGFCE57DA,坡道平面,0,31.92,地下二樓
RPOPMLNLPHGGFCE87DA,坡道平面,0,31.08,地下三樓
RPTNMLNJRHGGFCE18DA,坡道平面,0,31.92,地下一樓
RPVNMLKKRHGGFCE18DA,坡道平面,1600000,30.12,地下三樓
RPUNMLKKRHGGFCE08DA,坡道平面,0,,地下一樓
RPRNMLLKRHGGFCE87DA,坡道平面,0,31.71,地下一樓
RPROMLQJQHGGFDE38DA,坡道平面,1700000,29.03,地下二樓
RPPNMLTJQHGGFDE38DA,坡道機械,850000,15.92,地下三樓
RPPOMLTJQHGGFDE48DA,坡道平面,1700000,29.03,地下二樓
RPTOMLQJQHGGFDE58DA,坡道平面,1700000,29.03,地下二樓
RPSOMLTJQHGGFDE78DA,坡道平面,1700000,29.03,地下二樓
RPQPMLTJQHGGFDE68DA,坡道機械,850000,15.92,地下三樓
RPVOMLSLPHGGFDE09DA,坡道平面,1700000,29.03,地下二樓
RPSOMLKMPHGGFDE08DA,坡道平面,1700000,29.03,地下二樓
RPWNMLLMPHGGFDE48DA,坡道平面,1700000,29.03,地下三樓
RPSNMLLMPHGGFDE08DA,坡道平面,1700000,29.03,地下二樓
RPOPMLMJQHGGFDE77DA,坡道機械,850000,15.92,地下三樓
RPTNMLLMPHGGFDE18DA,坡道平面,1700000,29.03,地下二樓
RPUPMLMJQHGGFDE38DA,坡道機械,850000,15.92,地下三樓
RPRPMLMJQHGGFDE08DA,坡道機械,1250000,15.92,地下三樓
RPQQMLMJQHGGFDE08DA,坡道機械,1250000,15.92,地下三樓
RPUQMLMJQHGGFDE48DA,坡道機械,1250000,15.92,地下三樓
RPPPMLOJQHGGFDE08DA,坡道機械,850000,15.92,地下二樓
RPWQMLMJQHGGFDE68DA,坡道平面,1650000,29.03,地下三樓
RPQNMLOLQHGGFDE18DA,坡道機械,1050000,15.92,地下三樓
RPRNMLNKQHGGFDE08DA,坡道平面,1950000,18.32,地下二樓
RPXOMLNKQHGGFDE78DA,坡道平面,1700000,29.03,地下三樓
RPWOMLNKQHGGFDE68DA,坡道平面,1950000,29.03,地下一樓
RPOPMLNKQHGGFDE97DA,坡道平面,1700000,29.03,地下二樓
RPRPMLNKQHGGFDE28DA,坡道平面,1700000,29.03,地下二樓
RPUPMLNKQHGGFDE58DA,坡道平面,1650000,29.03,地下三樓
RPVNMLMLPHGGFDE38DA,坡道平面,2000000,18.32,地下三樓
RPTOMLTKQHGGFDE98DA,坡道平面,0,,地下二樓
RPWOMLTKQHGGFDE66DA,坡道機械,0,26.48,地下二樓
RPXOMLKLQHGGFDE58DA,坡道機械,1050000,15.92,地下三樓
RPXPMLKKOHGGFEE48DA,坡道平面,1580000,17.01,地下一樓
RPRRMLKKOHGGFEE08DA,坡道機械,860000,8.50,地下三樓
RPOQMLKKQHGGFEE87DA,坡道平面,1400000,43.35,地下二樓
RPSQMLNKQHGGFEE58DA,坡道平面,0,35.49,地下二樓
RPTPMLQKQHGGFEE88DA,坡道平面,1580000,17.01,地下一樓
RPSPMLQKQHGGFEE78DA,坡道平面,1430000,17.01,地下二樓
RPVPMLQKQHGGFEE09DA,坡道機械,760000,8.50,地下三樓
RPQQMLQKQHGGFEE68DA,坡道機械,760000,8.50,地下三樓
RPOQMLQKQHGGFEE48DA,坡道平面,1480000,17.01,地下二樓
RPVOMLKKRHGGFEE48DA,坡道平面,0,24.26,地下二樓
RPWNMLLKRHGGFEE58DA,坡道平面,1400000,43.35,地下二樓
RPOQMLLKRHGGFEE08DA,坡道平面,2300000,25.01,地下三樓
RPRNMLLMPHGGFGE28DA,坡道機械,1230000,9.78,地下四樓
RPSOMLMKQHGGFGE48DA,坡道平面,1500000,26.28,地下二樓
RPXPMLOJQHGGFGE56DA,坡道平面,1450000,26.28,地下三樓
RPPNMLSLQHGGFGE78DA,坡道機械,0,,地下二樓
RPPNMLSLQHGGFGE78DA,坡道機械,0,,地下二樓
RPPNMLSLQHGGFGE78DA,坡道機械,0,,地下二樓
RPVNMLNJRHGGFGE78DA,一樓平面,0,,一樓
RPOQMLRJRHGGFGE78DA,坡道平面,1600000,26.28,地下一樓
RPTOMLKKRHGGFGE48DA,坡道平面,1500000,16.19,地下三樓
RPOQMLKKRHGGFFE08DA,坡道平面,0,18.65,地下一樓
RPUOMLKMPHGGFDE28DA,坡道平面,1650000,29.03,地下三樓
RPTOMLKMPHGGFDE18DA,坡道平面,1850000,29.03,地下一樓
RPXPMLKKRHGGFFE88DA,坡道平面,0,18.65,地下一樓
RPTNMLRLQHGGFIE66DA,坡道機械,0,,地下一樓
RPXNMLLKRHGGFAE38EA,坡道平面,0,,地下一樓
RPSPMLLKRHGGFEE48EA,坡道平面,0,22.09,地下二樓
RPQPMLRJRHGGFIE09DA,坡道機械,0,7.00,地下一樓
RPQPMLRJRHGGFIE09DA,坡道機械,0,7.00,地下一樓
RPOOMLKMQHGGFIE28DA,坡道平面,1450000,21.49,地下三樓
RPXNMLKKRHGGFGE78DA,坡道機械,0,,地下一樓
RPQOMLLKRHGGFGE28DA,坡道平面,1400000,,二樓含以上
RPSQMLSJRHGGFGE66DA,坡道平面,0,30.01,地下一樓
RPRNMLQJRHGGFGE68DA,坡道機械,0,6.89,地下一樓
RPVNMLMJRHGGFGE68DA,坡道平面,0,17.99,地下二樓
RPQOMLQLQHGGFGE78DA,坡道機械,0,10.36,地下二樓
RPVOMLNKQHGGFGE88DA,坡道平面,0,,地下二樓
RPQOMLRLQHGGFFE78DA,坡道平面,0,,地下一樓
RPWPMLNKRHGGFEE98DA,坡道機械,0,5.11,地下二樓
RPXPMLLKRHGGFEE88DA,坡道平面,0,,地下三樓
RPXNMLLKRHGGFEE68DA,坡道平面,0,27.06,地下一樓
RPOOMLLKRHGGFEE87DA,坡道平面,0,27.06,地下一樓
RPUNMLLKRHGGFEE38DA,坡道平面,0,27.06,地下二樓
RPPOMLTJRHGGFEE68DA,坡道機械,0,5.13,地下二樓
RPQNMLMKQHGGFEE97DA,坡道平面,0,21.41,地下二樓
RPWOMLPLQHGGFEE09DA,坡道平面,0,,地下一樓
RPTNMLNKRHGGFDE38DA,坡道平面,0,17.51,地下三樓
RPURMLLLMHGGFEE38DA,坡道平面,1550000,32.49,地下二樓
RPRNMLNKRHGGFFE38DA,坡道機械,0,15.27,地下四樓
RPXNMLNKRHGGFDE78DA,坡道機械,0,27.64,地下二樓
RPROMLLKRHGGFDE08DA,坡道平面,0,26.61,地下二樓
RPWOMLRLQHGGFDE56DA,坡道平面,0,16.10,地下二樓
RPVNMLNLQHGGFDE58DA,坡道機械,0,5.93,地下三樓
RPWOMLPLQHGGFDE98DA,坡道機械,0,,地下二樓
RPTNMLSLQHGGFCE78DA,坡道平面,2000000,20.85,地下一樓
RPVNMLPLQHGGFBE58DA,坡道平面,0,,地下二樓
RPPNMLNKRHGGFBE77DA,升降機械,0,,地下二樓
RPSPMLNKRHGGFBE28DA,坡道平面,0,29.78,地下二樓
RPTNMLRKQHGGFBE48DA,坡道平面,0,29.78,地下一樓
RPPNMLLKRHGGFAE47DA,坡道平面,0,22.87,地下二樓
RPXNMLLKQHGGFBE28DA,坡道平面,1750000,21.09,地下三樓
RPXNMLLKQHGGFBE28DA,坡道平面,1650000,21.09,地下三樓
RPRNMLNJRHGGFAE77DA,坡道平面,0,19.76,地下二樓
RPRNMLNJRHGGFAE77DA,坡道平面,0,19.76,地下二樓
RPPNMLKLQHGGFAE37DA,坡道平面,0,16.56,地下一樓
RPRNMLQKQHGGFAE08DA,坡道平面,0,29.85,地下一樓
RPRNMLLJQHGGFAE47DA,坡道平面,0,16.99,地下二樓
RPUSMLMJQHGGFAE38DA,坡道機械,650000,31.94,地下四樓
RPVPMLMJQHGGFAE18DA,坡道平面,1250000,28.78,地下五樓含以下
RPUOMLRKQHGGFAE58DA,坡道平面,1500000,17.84,地下二樓
RPVNOLNJQHGGFAE28DA,坡道平面,1250000,28.78,地下五樓含以下
RPRROLNJQHGGFAE28DA,坡道平面,1250000,28.78,地下五樓含以下
RPTNMLNJRHGGFAE97DA,坡道機械,0,24.82,地下五樓含以下
RPSNMLLJRHGGFAE67DA,坡道平面,0,25.30,地下三樓
RPWNMLQJRHGGFAE58DA,坡道平面,0,17.29,地下二樓
RPXOMLNKRHGGFAE58DA,坡道平面,1500000,21.50,地下二樓
RPPNMLMKRHGGFAE57DA,坡道平面,1650000,18.09,地下二樓
RPSNMLNKRHGGFBE08DA,坡道機械,0,,地下三樓
RPSNMLNKRHGGFBE08DA,坡道機械,0,,地下三樓
RPROMLNKRHGGFBE08DA,坡道機械,0,5.14,地下二樓
RPRNMLTKPHGGFCE48DA,坡道平面,0,730.82,地下一樓
RPRNMLTKPHGGFCE48DA,坡道平面,0,1122.49,地下二樓
RPQOMLRLQHGGFCE48DA,坡道機械,0,7.39,地下一樓
RPSNMLNKRHGGFCE18DA,坡道機械,0,,地下一樓
RPWNMLLKRHGGFCE38DA,坡道平面,0,24.93,地下四樓
RPOOMLPKRHGGFDE18DA,坡道機械,0,23.01,地下四樓
RPRNMLOKRHGGFDE28DA,升降機械,0,8.41,地下四樓
RPQPMLSKQHGGFEE78DA,坡道平面,1450000,21.56,地下二樓
RPPRMLQKQHGGFEE68DA,坡道平面,1600000,18.60,地下一樓
RPUNMLOLQHGGFEE68DA,坡道機械,0,16.87,地下二樓
RPPNMLNJRHGGFEE97DA,坡道平面,0,16.11,地下一樓
RPUPMLKKRHGGFEE48DA,坡道平面,1600000,18.96,地下一樓
RPUOMLLKRHGGFEE48DA,一樓平面,0,,一樓
RPXPMLKKRHGGFEE78DA,坡道平面,1600000,18.96,地下一樓
RPWNMLPKRHGGFEE98DA,坡道平面,0,,地下一樓
RPORMLNKRHGGFEE38DA,坡道機械,0,8.84,地下一樓
RPTQMLNKRHGGFEE78DA,坡道平面,2050000,29.84,地下三樓
RPVNMLOKRHGGFEE78DA,坡道平面,0,25.19,地下一樓
RPPOMLOKRHGGFEE28DA,坡道平面,0,25.19,地下一樓
RPTOMLOKRHGGFEE68DA,坡道平面,0,16.65,地下二樓
RPWOMLLKRHGGFEE68DA,坡道平面,1400000,15.05,地下二樓
RPUNMLNKRHGGFAE18DA,坡道平面,0,39.43,地下一樓
RPTNMLNKRHGGFAE08DA,坡道平面,0,26.88,地下二樓
RPWNMLNKRHGGFAE38DA,坡道平面,0,20.81,地下三樓
RPWNMLNKRHGGFAE38DA,坡道平面,0,20.81,地下三樓
RPWNMLNKRHGGFAE38DA,坡道平面,0,20.81,地下三樓
RPWNMLNKRHGGFAE38DA,坡道平面,0,20.81,地下三樓
RPPOMLOKRHGGFFE38DA,坡道機械,0,,地下一樓
RPQPMLPKRHGGFFE68DA,坡道平面,0,,地下一樓
RPWOMLKKRHGGFFE68DA,坡道平面,1600000,20.87,地下二樓
RPRPMLTKQHGGFGE56DA,坡道平面,0,19.35,地下二樓
RPVNMLLMQHGGFGE78DA,坡道平面,1150000,18.18,地下一樓
RPWNMLLMQHGGFGE88DA,坡道平面,1050000,18.18,地下二樓
RPQPMLKKRHGGFFE18DA,坡道平面,1650000,20.87,地下二樓
RPUPMLKKRHGGFFE58DA,坡道平面,1550000,20.87,地下三樓
RPXOMLKKRHGGFFE78DA,坡道平面,1500000,20.87,地下四樓
RPUNMLNKRHGGFFE68DA,坡道平面,1500000,20.87,地下四樓
RPWPMLKKRHGGFFE78DA,坡道平面,1700000,20.87,地下二樓
RPPPMLKKRHGGFFE08DA,坡道平面,1400000,19.23,地下四樓
RPTNMLNKRHGGFFE58DA,坡道機械,0,15.27,地下四樓
RPVNMLNKRHGGFFE78DA,坡道平面,1450000,19.23,地下三樓
RPRPMLKKRHGGFFE28DA,坡道平面,1450000,19.23,地下三樓
RPXOMLNKRHGGFGE56DA,坡道平面,0,24.32,地下二樓
RPTOMLNKRHGGFGE78DA,坡道平面,0,25.32,地下二樓
RPRQMLNKRHGGFIE98DA,坡道平面,1000000,,地下二樓
RPUNMLOKRHGGFIE09DA,坡道平面,0,19.40,地下二樓
RPUNMLOKRHGGFIE09DA,坡道平面,0,15.98,地下二樓
RPQPMLSJRHGGFGE98DA,坡道平面,1700000,25.32,地下一樓
RPOOMLNKRHGGFIE48DA,坡道平面,0,26.37,地下一樓
RPQOMLNKRHGGFIE68DA,坡道平面,0,26.37,地下一樓
RPTOMLNKRHGGFIE98DA,坡道平面,0,26.37,地下二樓
RPSOMLOKRHGGFGE78DA,升降機械,0,,地下一樓
RPTNMLOKRHGGFGE78DA,坡道平面,0,19.34,地下二樓
RPOPMLSJRHGGFGE78DA,坡道平面,0,24.80,地下二樓
RPOPMLSJRHGGFGE78DA,坡道平面,0,24.80,地下二樓
RPPNMLRKRHGGFIE88DA,坡道平面,0,33.08,地下二樓
RPUOMLOKRHGGFEE88EA,坡道機械,0,12.61,地下一樓
RPVOMLOKRHGGFEE98EA,坡道平面,1800000,25.37,地下五樓含以下
RPTOMLOKRHGGFIE09DA,坡道平面,0,26.91,地下三樓
RPRNMLSLQHGGFIE56DA,坡道平面,1750000,35.50,地下二樓
RPRNMLSLQHGGFIE56DA,坡道平面,1750000,35.50,地下二樓
RPUOMLOKRHGGFIE56DA,坡道平面,0,34.77,地下二樓
RPRNMLNKQHGGFIE58DA,坡道平面,0,27.80,地下一樓
RPTOMLOKRHGGFGE88DA,坡道平面,0,,地下一樓
RPRQMLSJRHGGFGE56DA,坡道平面,1400000,25.32,地下三樓
RPWOMLSJRHGGFGE86DA,坡道平面,1250000,18.92,地下三樓
RPPPMLSJRHGGFGE88DA,坡道平面,1700000,26.56,地下二樓
RPPOMLLJRHGGFGE08DA,坡道平面,1150000,18.18,地下一樓
RPUNMLLMQHGGFGE68DA,坡道平面,1150000,18.18,地下二樓
RPPNMLNLQHGGFGE28DA,坡道平面,1200000,18.18,地下二樓
RPTNMLNLQHGGFGE68DA,坡道平面,1100000,18.18,地下二樓
RPQNMLNKRHGGFEE18DA,坡道機械,0,,地下二樓
RPVPMLLKRHGGFEE68DA,坡道平面,0,16.11,地下三樓
RPVPMLLKRHGGFEE68DA,坡道平面,0,16.11,地下三樓
RPVOMLLKRHGGFEE58DA,坡道平面,0,,地下一樓
RPWOMLKKRHGGFEE58DA,坡道平面,1480000,18.96,地下二樓
RPVPMLKKRHGGFEE58DA,坡道平面,1480000,18.96,地下二樓
RPTPMLKKRHGGFEE38DA,坡道平面,1480000,18.96,地下二樓
RPSPMLKKRHGGFEE28DA,坡道平面,1480000,18.96,地下二樓
RPRPMLTJRHGGFEE98DA,坡道機械,0,,地下二樓
RPWPMLKKRHGGFEE68DA,坡道平面,1480000,18.96,地下二樓
RPTOMLTLPHGGFEE09DA,坡道平面,1600000,15.88,地下二樓
RPSQMLMKQHGGFEE48DA,坡道平面,0,36.51,地下二樓
RPUNMLQLPHGGFCE58DA,坡道平面,1200000,30.52,地下一樓
RPUNMLQLPHGGFCE58DA,坡道平面,1200000,30.52,地下一樓
RPUNMLQLPHGGFCE58DA,坡道平面,1200000,30.52,地下一樓
RPUNMLQLPHGGFCE58DA,坡道平面,1200000,30.52,地下一樓
RPROMLLKRHGGFBE87DA,坡道平面,0,29.78,地下一樓
RPRPMLNKRHGGFBE18DA,坡道平面,0,28.53,地下一樓
RPRPMLNKRHGGFBE18DA,坡道平面,0,28.53,地下一樓
RPQNMLSJRHGGFAE18DA,坡道平面,2300000,27.21,地下二樓
RPQNMLSJRHGGFAE18DA,坡道平面,2300000,27.21,地下二樓
RPWOMLQJRHGGFAE68DA,坡道平面,2100000,27.21,地下四樓
RPQPMLRJRHGGFAE28DA,坡道平面,0,16.61,地下二樓
RPSNMLRJRHGGFAE28DA,坡道平面,2100000,27.21,地下四樓
RPSNMLRJRHGGFAE28DA,坡道平面,2100000,27.21,地下四樓
RPTNMLLMQHGGFAE97DA,坡道平面,0,23.14,地下一樓
RPSROLNJQHGGFAE38DA,坡道機械,700000,10.88,地下五樓含以下
RPRNMLNJQHGGFAE67DA,坡道平面,1500000,28.78,地下三樓
RPUNMLNJQHGGFAE97DA,坡道機械,550000,10.88,地下五樓含以下
RPWPMLNJQHGGFAE38DA,坡道機械,700000,11.58,地下五樓含以下
RPVOMLNJQHGGFAE18DA,坡道機械,500000,15.97,地下五樓含以下
RPPQMLNJQHGGFAE77DA,坡道機械,550000,10.53,地下五樓含以下
RPWTMLNJQHGGFAE78DA,坡道平面,1400000,28.78,地下四樓
RPRQMLMJQHGGFAE87DA,坡道平面,1400000,28.78,地下四樓
RPPOMLSJRHGGFGE78DA,坡道平面,1700000,26.56,地下二樓
RPSOMLSJRHGGFGE09DA,坡道平面,1400000,25.32,地下三樓
RPUQMLMJQHGGFAE18DA,坡道平面,1400000,28.78,地下四樓
RPQSMLMJQHGGFAE97DA,坡道平面,1250000,28.78,地下五樓含以下
RPVOMLMJQHGGFAE08DA,坡道平面,1500000,28.78,地下三樓
RPTNNLSLOHGGFAE48DA,坡道平面,1800000,46.17,地下三樓
