編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPWNMLQLQHGGFBA38DA,34,19.64,共有部分,鋼筋混凝土造,76年3月16日,十二層,
RPWNMLQLQHGGFBA38DA,34,69.48,住家用,鋼筋混凝土造,76年3月16日,十二層,十層 陽台
RPQQMLLJRHGGFCA57DA,45,29.12,住家用,鋼筋混凝土造,65年9月3日,十層,八層
RPPQMLKMQHGGFCA57DA,41,4.47,共有部分,鋼筋混凝土造,69年8月15日,十二層,
RPPQMLKMQHGGFCA57DA,41,3.03,共有部分,鋼筋混凝土造,69年8月15日,十二層,
RPPQMLKMQHGGFCA57DA,41,33.25,住家用,鋼筋混凝土造,69年8月15日,十二層,七層
RPSPMLNLQHGGFCA97DA,20,45.49,住家用,鋼筋混凝土造,90年2月8日,十層,八層 陽台
RPSPMLNLQHGGFCA97DA,20,15.66,共有部分,鋼筋混凝土造,90年2月8日,十層,
RPOPMLPKPHGGFCA57DA,13,92.69,商業用,鋼筋混凝土造,97年3月28日,十一層,四層 陽台 雨遮
RPOPMLPKPHGGFCA57DA,13,69.62,共有部分,鋼筋混凝土造,97年3月28日,十一層,
RPPQMLSKQHGGFCA18DA,11,31.84,住家用,鋼骨造,99年9月17日,十八層,十六層 陽台 雨遮
RPPQMLSKQHGGFCA18DA,11,33.24,住家用,鋼骨造,99年9月17日,十八層,十六層 陽台 雨遮
RPPQMLSKQHGGFCA18DA,11,5.31,本共有部分之項目有梯廳、走廊等２項,鋼骨造,99年9月17日,十八層,
RPPQMLSKQHGGFCA18DA,11,5.55,本共有部分之項目有梯廳、走廊等２項,鋼骨造,99年9月17日,十八層,
RPPQMLSKQHGGFCA18DA,11,1.19,本共有部分之項目有管委會使用空間、陽台、雨遮、電梯等４項,鋼骨造,99年9月17日,十八層,
RPPQMLSKQHGGFCA18DA,11,1.25,本共有部分之項目有管委會使用空間、陽台、雨遮、電梯等４項,鋼骨造,99年9月17日,十八層,
RPPQMLSKQHGGFCA18DA,11,10.71,本共有部分之項目有梯廳、門廊、排煙室、排煙管道、進風管道、進氣管道、特別安全梯、緊急昇降機、行動不便電梯、中繼水箱、管委會使用空間、汽車昇降機、Ａ梯、Ｂ梯、陽台、雨遮、騎樓、機車停車空間、防災中心、電梯機坑、法定裝卸位、台電配電室、受電箱通道、發電機室、機房（供電信使用）、垃圾處理室、公共變電室、清水池、消防幫浦室、防空避難室兼停車空間等３０項,鋼骨造,99年9月17日,十八層,
RPPQMLSKQHGGFCA18DA,11,11.19,本共有部分之項目有梯廳、門廊、排煙室、排煙管道、進風管道、進氣管道、特別安全梯、緊急昇降機、行動不便電梯、中繼水箱、管委會使用空間、汽車昇降機、Ａ梯、Ｂ梯、陽台、雨遮、騎樓、機車停車空間、防災中心、電梯機坑、法定裝卸位、台電配電室、受電箱通道、發電機室、機房（供電信使用）、垃圾處理室、公共變電室、清水池、消防幫浦室、防空避難室兼停車空間等３０項,鋼骨造,99年9月17日,十八層,
RPPQMLSKQHGGFCA18DA,11,38.52,本共有部分之項目有汽車昇降機、機房、Ａ梯、Ｂ梯、橫移空間、停車空間、停車場變電室等７項,鋼骨造,99年9月17日,十八層,
RPWPMLTKQHGGFCA88DA,25,30.37,住家用,鋼筋混凝土造,85年7月19日,六層,四層
RPWPMLTKQHGGFCA88DA,25,23.41,住家用,鋼筋混凝土造,85年7月19日,六層,四層 陽台
RPWPMLTKQHGGFCA88DA,25,10.78,共有部分,鋼筋混凝土造,85年7月19日,六層,
RPWPMLTKQHGGFCA88DA,25,7.75,共有部分,鋼筋混凝土造,85年7月19日,六層,
RPWPMLTKQHGGFCA88DA,25,7.46,共有部分,鋼筋混凝土造,85年7月19日,六層,
RPWPMLTKQHGGFCA88DA,25,5.34,共有部分,鋼筋混凝土造,85年7月19日,六層,
RPTOMLNJRHGGFCA87DA,37,96.24,住家用,鋼筋混凝土造,73年6月2日,五層,五層 陽台
RPTOMLNJRHGGFCA87DA,37,3.25,共有部分,鋼筋混凝土造,73年6月2日,五層,
RPTOMLNJRHGGFCA87DA,37,8.78,防空避難室兼停車場,鋼筋混凝土造,73年6月2日,五層,地下層
RPPPMLPJQHGGFDA77DA,14,37.30,住家用,鋼筋混凝土造,97年1月22日,八層,一層 陽台
RPPPMLPJQHGGFDA77DA,14,11.27,共有部分,鋼筋混凝土造,97年1月22日,八層,
RPPPMLPJQHGGFDA77DA,14,17.50,共有部分,鋼筋混凝土造,97年1月22日,八層,
RPROMLTJRHGGFDA38DA,28,16.42,停車空間,鋼骨混凝土造,82年5月19日,十七層,地下三層
RPROMLTJRHGGFDA38DA,28,1.42,共有部分,鋼骨造,82年5月19日,十七層,
RPXPMLLJRHGGFDA28DA,27,68.90,商業用,鋼筋混凝土造,83年12月16日,十七層,十層 陽台 花台
RPXPMLLJRHGGFDA28DA,27,12.67,共有部分,鋼筋混凝土造,83年12月16日,十七層,
RPXPMLLJRHGGFDA28DA,27,.81,共有部分,鋼筋混凝土造,83年12月16日,十七層,
RPWPMLPLQHGGFEA78DA,42,130.18,住家用,鋼筋混凝土造,68年11月28日,五層,四層 陽台
RPVOMLQLPHGGFDA48DA,,129.26,集合住宅,鋼骨造,110年2月3日,二十三層,八層 陽台 雨遮
RPVOMLQLPHGGFDA48DA,,35.17,本共有部分之項目有防災中心、發電機房、無障礙樓梯兼特別安全梯、無障礙樓梯兼安全梯、排煙室、管道、進風管道、特別安全梯、排煙管道、消防給排水、電力管道、消防給排水管道、機電設備空間(消防中繼泵浦室機房)、水箱Ａ、水箱Ｂ、電梯機房、機電設備空間水箱室、電錶空間、消防水箱、防空避難室兼停車空間、汽機車坡道、消防中繼泵浦室、機電設備空間（台電配電場所）、機電設備空間（排風機房）、法定裝卸車位、機電設備空間（污物處理室）（商業使用）、機電設備空間（污物處理室）（住宅使用）、機電設備空間（供電信使用）、消防泵浦室、水箱、排風機房、機電設備空間、進風機房、陽台、進排風管道、弱電管道、汽車坡道、昇降機、機電設備空間（消防中繼水箱）、給排水管道、排風管道、機房、排水管道等４３項。,鋼骨造,110年2月3日,二十三層,
RPVOMLQLPHGGFDA48DA,,23.28,本共有部分之項目有梯廳、管委會使用空間（儲藏室）、管委會使用空間、１７人份緊急兼無障礙昇降機、昇降機１５人份、排煙室、儲藏室、騎樓、陽台、弱電管道、緩衝空間等１１項。,鋼骨造,110年2月3日,二十三層,
RPVOMLQLPHGGFDA48DA,,47.60,本共有部分之項目有汽機車坡道、汽車坡道、停車空間、排水管道等４項。,鋼骨造,110年2月3日,二十三層,
RPRQMLLMQHGGFEA08DA,6,55.81,住家用,鋼筋混凝土造,104年9月3日,八層,三層 陽台 雨遮
RPRQMLLMQHGGFEA08DA,6,23.06,本共有部分之項目有：門廳，管理員室，梯廳，行動不變者電梯，安全梯Ａ，安全梯Ｂ，機車昇降機，機車停車空間，雨遮，機房，水箱，機械室，水錶室，消防水箱等１４項,鋼筋混凝土造,104年9月3日,八層,
RPRQMLLMQHGGFEA08DA,6,13.89,本共有部分之項目有：安全梯Ａ，消防泵浦室，蓄水池，電信室，台電配電室，機房（一），機房（二），梯廳，受電箱，電錶區，緊急發電機室，行動不便者電梯等１２項,鋼筋混凝土造,104年9月3日,八層,
RPRQMLLMQHGGFEA08DA,6,21.56,本共有部分之項目有：汽車昇降機，置換空間，機車昇降路，防空避難室兼停車空間，停車空間等５項,鋼筋混凝土造,104年9月3日,八層,
RPOPMLTKQHGGFEA28DA,25,27.34,商業用,鋼筋混凝土造,86年2月3日,八層,二層 陽台
RPOPMLTKQHGGFEA28DA,25,13.88,共有部分,鋼筋混凝土造,86年2月3日,八層,
RPOPMLTKQHGGFEA28DA,25,39.90,共有部分,鋼筋混凝土造,86年2月3日,八層,
RPOPMLTKQHGGFEA28DA,25,3.76,共有部分,鋼筋混凝土造,86年2月3日,八層,
RPOPMLTKQHGGFEA28DA,25,.46,共有部分,鋼筋混凝土造,86年2月3日,八層,
RPOPMLTKQHGGFEA28DA,25,.26,共有部分,鋼筋混凝土造,86年2月3日,八層,
RPTOMLNJRHGGFEA08DA,21,140.99,住家用,鋼筋混凝土造,89年7月21日,九層,二層 陽台
RPTOMLNJRHGGFEA08DA,21,269.27,住家用,鋼筋混凝土造,89年7月21日,九層,三層 四層 陽台
RPTOMLNJRHGGFEA08DA,21,219.34,住家用,鋼筋混凝土造,89年7月21日,九層,五層 六層 陽台
RPTOMLNJRHGGFEA08DA,21,164.37,住家用,鋼筋混凝土造,89年7月21日,九層,七層 八層 陽台
RPTOMLNJRHGGFEA08DA,21,76.77,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,152.78,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,123.20,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,92.02,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,9.47,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,5.88,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,13.99,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,15.23,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,32.65,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,32.65,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,65.30,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTOMLNJRHGGFEA08DA,21,65.30,共有部分,鋼筋混凝土造,89年7月21日,九層,
RPTNMLNJRHGGFEA97DA,38,105.56,住家用,鋼筋混凝土造,72年10月6日,五層,四層 陽台
RPQPMLSJRHGGFEA38DA,28,131.54,住家用,鋼筋混凝土造,82年7月19日,十層,二層 陽台 花台 雨遮
RPQPMLSJRHGGFEA38DA,28,36.46,停車空間,鋼筋混凝土造,82年7月19日,十層,地下二層
RPQPMLSJRHGGFEA38DA,28,30.25,共有部分,鋼筋混凝土造,82年7月19日,十層,
RPUNMLMJRHGGFFA08DA,40,10.04,見使用執照,鋼筋混凝土造,70年2月20日,十二層,地下層
RPUNMLMJRHGGFFA08DA,40,102.01,住家用,鋼筋混凝土造,70年2月20日,十二層,七層 陽台
RPUNMLMJRHGGFFA08DA,40,.05,共有部分,鋼筋混凝土造,70年2月20日,十二層,
RPUNMLMJRHGGFFA08DA,40,12.45,共有部分,鋼筋混凝土造,70年2月20日,十二層,
RPRNMLSJRHGGFFA38DA,36,114.09,住家用,鋼筋混凝土造,74年5月22日,十七層,七層 陽台 花台
RPRNMLSJRHGGFFA38DA,36,20.41,共有部分,鋼筋混凝土造,74年5月22日,十七層,
RPRNMLSJRHGGFFA38DA,36,9.45,防空避難室及停車場,鋼筋混凝土造,74年5月22日,十九層,地下層
RPRNMLSJRHGGFFA38DA,36,4.37,共有部分,鋼筋混凝土造,74年5月22日,十九層,
RPPPMLRJRHGGFEA18DA,29,77.04,住家用,鋼筋混凝土造,81年7月20日,五層,二層 陽台 花台 雨遮
RPPPMLRJRHGGFEA18DA,29,27.82,見使用執照,鋼筋混凝土造,81年7月20日,五層,地下二層
RPPPMLRJRHGGFEA18DA,29,11.33,共有部分,鋼筋混凝土造,81年7月20日,五層,
RPPPMLRJRHGGFEA18DA,29,.32,共有部分,鋼筋混凝土造,81年7月20日,五層,
RPROMLQJRHGGFFA28DA,3,50.99,住家用,鋼筋混凝土造,107年12月24日,十四層,五層 陽台 雨遮
RPROMLQJRHGGFFA28DA,3,32.57,本共有部分之項目有汽車停車空間、安全梯Ａ（無障礙梯）、安全梯Ｂ（無障礙梯）、電信機房、無障礙昇降機、緊急發電機室、梯廳、管委會空間、安全梯Ｂ、消防水箱、電梯機房、梯間、台電配電場所、台電管道間、水箱、消防泵浦室、防空避難室、陽台等１８項。,鋼筋混凝土造,107年12月24日,十四層,
RPXPMLLKQHGGFEA38DA,6,115.17,住家用,鋼筋混凝土造,104年7月24日,十四層,九層 陽台
RPXPMLLKQHGGFEA38DA,6,77.18,本共有部分之項目有梯廳、緊急升降機兼行動不便者使用、排煙室、Ａ梯、Ｂ梯、Ｃ梯、Ｄ梯、進風、電梯機房、消防水箱、排風、排氣、行動不便者使用、門廊、門廳、車道頂蓋（停車空間）、管理室、防空避難室兼停車空間、排風機房、安全梯、台電配電室（Ａ）、台電配電室（Ｂ）、發電機室、電信機房、消防泵浦室、泵浦室、停車空間、法定停車、水箱等２９項。,鋼筋混凝土造,104年7月24日,十四層,
RPRPMLRJOHGGFAA77EA,3,76.86,集合住宅,鋼筋混凝土造,108年1月24日,十層,三層 陽台
RPRPMLRJOHGGFAA77EA,3,31.43,共有部分，本共有部分之項目有乙梯、戶外安全梯、梯廳、行動不便兼戶外安全梯、甲梯、供行動不便者使用電梯、管委會空間、陽台、電錶室Ｂ、樓梯間、水箱室、水箱、機房、安全梯、水錶室、水箱機房等１６項。,鋼筋混凝土造,108年1月24日,十層,
RPRPMLRJOHGGFAA77EA,3,8.16,共有部分，本共有部分之項目有警衛室、污物處理室、機車停車空間、電信室、台電配電場所、機房、消防泵浦室、緊急發電機室等８項。,鋼筋混凝土造,108年1月24日,十層,
RPRPMLRJOHGGFAA77EA,3,44.66,共有部分，本共有部分之項目有防空避難室兼停車空間、停車空間等２項。,鋼筋混凝土造,108年1月24日,十層,
RPOTMLTJRHGGFAA38EA,26,78.60,住家用,鋼筋混凝土造,84年11月27日,六層,一層 陽台 花台 雨遮
RPOTMLTJRHGGFAA38EA,26,53.33,見使用執照,鋼筋混凝土造,84年11月27日,六層,
RPXPMLKKRHGGFAA08EA,38,109.14,住家用,鋼筋混凝土造,72年9月2日,五層,五層 陽台
RPSQMLMLPHGGFCA97EA,7,55.59,住家用,鋼筋混凝土造,103年6月16日,七層,二層 陽台 雨遮
RPSQMLMLPHGGFCA97EA,7,8.95,本共有部分之項目有梯廳、客梯兼供行動不便者使用、輪椅迴轉空間及樓梯間等４項。,鋼筋混凝土造,103年6月16日,七層,
RPSQMLMLPHGGFCA97EA,7,18.94,本共有部分之項目有梯廳、客梯兼供行動不便者使用、輪椅迴轉空間、樓梯間、雨遮、消防水箱、自來水水箱、電梯機房、機房、防空避難室兼停車空間、水箱、發電機室、台電配電室及消防機房等１４項。,鋼筋混凝土造,103年6月16日,七層,
RPQNMLKKRHGGFBA27EA,38,113.40,住家用,鋼筋混凝土造,72年6月21日,七層,五層 陽台
RPQNMLKKRHGGFBA27EA,38,8.69,共有部分,鋼筋混凝土造,72年6月21日,七層,
RPWOMLSJRHGGFCA78EA,31,155.00,住家用,鋼筋混凝土造,79年7月21日,五層,四層 五層 陽台 雨遮 瞭望台
RPWOMLSJRHGGFCA78EA,31,42.68,見使用執照,鋼筋混凝土造,79年7月21日,五層,地下二層
RPWOMLSJRHGGFCA78EA,31,17.20,共有部分,鋼筋混凝土造,79年7月21日,五層,
RPSNMLTJRHGGFCA38EA,26,69.65,住家用,鋼筋混凝土造,85年2月6日,十層,三層 陽台 花台
RPSNMLTJRHGGFCA38EA,26,7.83,共有部分,鋼筋混凝土造,85年2月6日,十層,
RPSNMLTJRHGGFCA38EA,26,13.20,共有部分,鋼筋混凝土造,85年2月6日,十層,
RPPPMLNKQHGGFDA77EA,45,82.65,住家用,鋼筋混凝土造,65年7月22日,四層,三層 陽台
RPRRMLNKQHGGFDA18EA,12,36.56,住家用,鋼筋混凝土造,98年3月31日,十八層,四層 陽台 雨遮
RPRRMLNKQHGGFDA18EA,12,13.68,共有部分,鋼筋混凝土造、鋼骨造,98年3月31日,十八層,
RPRRMLNKQHGGFDA18EA,12,5.20,共有部分,鋼筋混凝土造,98年3月31日,十八層,
RPRNMLRJRHGGFEA28EA,38,125.22,住家用,鋼筋混凝土造,71年7月9日,七層,五層 陽台
RPRNMLRJRHGGFEA28EA,38,46.22,防空避難室兼停車場,鋼筋混凝土造,71年7月9日,七層,地下二層
RPRNMLRJRHGGFEA28EA,38,20.35,共有部分,鋼筋混凝土造,71年7月9日,七層,
RPOPMLTJRHGGFEA38EA,42,110.39,住家用,鋼筋混凝土造,68年2月6日,五層,一層 停車場
RPVPMLTJRHGGFEA09EA,15,31.07,自由職業事務所,鋼筋混凝土造,95年6月26日,十三層,八層 陽台
RPVPMLTJRHGGFEA09EA,15,8.04,共有部分,鋼筋混凝土造,95年6月26日,十三層,
RPVPMLTJRHGGFEA09EA,15,5.98,共有部分,鋼筋混凝土造,95年6月26日,十三層,
RPWPMLTJRHGGFEA56EA,16,23.56,住家用,鋼筋混凝土造,94年11月11日,十三層,八層 陽台 雨遮
RPWPMLTJRHGGFEA56EA,16,11.80,共有部分,鋼筋混凝土造,94年11月11日,十三層,
RPWPMLTJRHGGFEA56EA,16,4.68,共有部分,鋼筋混凝土造,94年11月11日,十三層,
RPPQMLTJRHGGFEA58EA,49,106.75,住家用,鋼筋混凝土造,61年10月6日,四層,四層 陽台
RPXPMLTJRHGGFEA66EA,36,137.17,住家用,鋼筋混凝土造,74年8月1日,五層,四層 陽台
RPXPMLTJRHGGFEA66EA,36,12.35,共有部分,鋼筋混凝土造,74年8月1日,五層,
RPQQMLTJRHGGFEA68EA,13,.22,一般零售業（甲組）（鮮花、珠寶、首飾）,鋼筋混凝土造,98年1月10日,十一層,一層
RPQQMLTJRHGGFEA68EA,13,121.19,住家用,鋼筋混凝土造,98年1月10日,十一層,二層 陽台 雨遮
RPQQMLTJRHGGFEA68EA,13,20.41,共有部分,鋼筋混凝土造,98年1月10日,十一層,
RPQQMLTJRHGGFEA68EA,13,.00,共有部分,鋼筋混凝土造,98年1月10日,十一層,
RPQQMLTJRHGGFEA68EA,13,20.52,共有部分,鋼筋混凝土造,98年1月10日,十一層,
RPQQMLTJRHGGFEA68EA,13,45.60,共有部分,鋼筋混凝土造,98年1月10日,十一層,
RPPNMLKKRHGGFEA47EA,26,87.56,住家用,鋼筋混凝土造,84年6月30日,六層,二層 陽台 露台 花台
RPPNMLKKRHGGFEA47EA,26,18.61,共有部分,鋼筋混凝土造,84年6月30日,六層,
RPPNMLKKRHGGFEA47EA,26,11.25,共有部分,鋼筋混凝土造,84年6月30日,六層,
RPVNMLKKRHGGFEA08EA,1,80.57,住家用,鋼筋混凝土造,109年7月2日,十三層,九層 陽台 雨遮
RPVNMLKKRHGGFEA08EA,1,37.51,本共有部分之項目有：防空避難室、台電配電場所、發電機室、電信室、消防泵浦室、無障礙電梯、無障礙樓梯、管委會使用空間、梯廳、機車停車空間、騎樓、水箱、機械室、水表室、消防專用水箱等共計１５項。,鋼筋混凝土造,109年7月2日,十三層,
RPVNMLKKRHGGFEA08EA,1,14.72,本共有部分之項目有：汽車昇降機等１項。,鋼筋混凝土造,109年7月2日,十三層,
RPVPMLTJRHGGFBA68DA,36,91.62,商業用,鋼筋混凝土造,74年8月24日,五層,一層 平台
RPVPMLTJRHGGFBA68DA,36,10.86,共有部分,鋼筋混凝土造,74年8月24日,五層,
RPUNMLKKRHGGFBA57DA,40,6.68,共有部分,鋼筋混凝土造,70年9月9日,十一層,
RPUNMLKKRHGGFBA57DA,40,3.89,共有部分,鋼筋混凝土造,70年9月9日,十一層,
RPUNMLKKRHGGFBA57DA,40,30.13,商業用,鋼筋混凝土造,70年9月9日,十一層,二層 陽台
RPPOMLKKRHGGFEA57EA,21,162.51,住家用,鋼筋混凝土造,89年10月27日,七層,三層 陽台
RPPOMLKKRHGGFEA57EA,21,46.62,共有部分,鋼筋混凝土造,89年10月27日,七層,
RPPOMLKKRHGGFEA57EA,21,23.02,共有部分,鋼筋混凝土造,89年10月27日,七層,
RPPOMLKKRHGGFEA57EA,21,31.69,共有部分,鋼筋混凝土造,89年10月27日,七層,
RPSOMLKKRHGGFEA87EA,42,115.43,住家用,鋼筋混凝土造,68年5月2日,七層,四層 陽台
RPSOMLKKRHGGFEA87EA,42,16.85,共有部分,鋼筋混凝土造,68年5月2日,七層,
RPTOMLKKRHGGFEA97EA,11,152.22,住家用,鋼筋混凝土造,99年11月11日,七層,七層 陽台 雨遮
RPTOMLKKRHGGFEA97EA,11,70.48,本共有部分之項目有１至７層梯廳、雨遮、屋頂突出物（一）（二）、電梯機械室、梯廳、地下一層機車停車空間、地下二層電信機房、發電機房、消防泵浦室、自來水蓄水池、溫泉蓄水池等１０項,鋼筋混凝土造,99年11月11日,七層,
RPTOMLKKRHGGFEA97EA,11,43.18,本共有部分之項目有地下一層防空避難室兼停車空間、汽車升降機、地下二層停車空間、汽車升降機、車梯機房等５項,鋼筋混凝土造,99年11月11日,七層,
RPVOMLKKRHGGFEA18EA,40,38.00,住家用,鋼筋混凝土造,70年12月31日,八層,一層 平台
RPVOMLKKRHGGFEA18EA,40,8.78,共有部分,鋼筋混凝土造,70年12月31日,八層,
RPUPMLTJRHGGFEA98EA,38,2.30,共有部分,鋼筋混凝土造,72年10月11日,十二層,
RPUPMLTJRHGGFEA98EA,38,15.18,住家用,鋼筋混凝土造,72年10月11日,十二層,十層 陽台
RPUPMLTJRHGGFEA98EA,38,1.79,住家用,鋼筋混凝土造,72年10月11日,十二層,
RPROMLTJRHGGFCA38EA,10,93.22,策略性產業〈資訊服務業〉,鋼筋混凝土造,101年1月4日,十一層,九層 陽台 雨遮
RPROMLTJRHGGFCA38EA,10,61.68,本共有部分之項目有管委會使用空間、門廳、陽台、梯廳、機電設備空間、蓄水池、安全梯、消防水箱、台電配電室、電錶室、防空避難室兼停車空間、垃圾處理空間、垃圾車暫停車位、排煙室、供電信使用、地下停車場排風機房、地下停車場進風機房、發電機室、排風機、日用油箱、雨水回收機電設備空間及消防泵浦室等２２項,鋼筋混凝土造,101年1月4日,十一層,
RPROMLTJRHGGFCA38EA,10,34.84,本共有部分之項目有車道及停車空間等２項,鋼筋混凝土造,101年1月4日,十一層,
RPUOMLLKRHGGFCA97EA,34,83.14,住家用,鋼筋混凝土造,76年6月25日,五層,三層 陽台 花台
RPUOMLLKRHGGFCA97EA,34,7.39,共有部分,鋼筋混凝土造,76年6月25日,五層,
RPSOMLTJRHGGFCA48EA,26,125.72,住家用,鋼筋混凝土造,84年5月13日,八層,二層 陽台 露台 花台 雨遮
RPSOMLTJRHGGFCA48EA,26,51.86,共有部分,鋼筋混凝土造,84年5月13日,八層,
RPTNMLKKRHGGFCA67EA,15,285.89,住家用,鋼筋混凝土造,95年6月6日,十層,九層 十層 陽台 雨遮
RPTNMLKKRHGGFCA67EA,15,55.64,共有部分,鋼筋混凝土造,95年6月6日,十層,
RPTNMLKKRHGGFCA67EA,15,158.74,共有部分,鋼筋混凝土造,95年6月6日,十層,
RPTNMLKKRHGGFCA67EA,15,43.26,共有部分,鋼筋混凝土造,95年6月6日,十層,
RPXNMLKKRHGGFCA08EA,42,31.29,商業用,鋼筋混凝土造,68年7月21日,十層,九層 陽台
RPXNMLKKRHGGFCA08EA,42,10.41,共有部分,鋼筋混凝土造,68年7月21日,十層,
RPOQMLNKRHGGFBA67EA,20,.19,住家用,鋼骨鋼筋混凝土造,90年11月8日,七層,一層
RPOQMLNKRHGGFBA67EA,20,12.39,共有部分,鋼骨鋼筋混凝土造,90年11月8日,七層,
